Date,Close,Open,High,Low,Volume,Percentage_change
24-Oct-13,440.25,442,444.5,438.5,145.52K,-0.56%
23-Oct-13,442.75,438,446.25,437.5,154.66K,1.03%
22-Oct-13,438.25,443.25,444.5,437,94.42K,-1.30%
21-Oct-13,444,440.5,444.5,438,105.74K,0.57%
18-Oct-13,441.5,442.5,447.75,440,113.29K,-0.34%
17-Oct-13,443,442,446.5,441.5,109.64K,0.06%
16-Oct-13,442.75,443,446,439,120.31K,-0.17%
15-Oct-13,443.5,436.5,444,436,132.99K,1.49%
14-Oct-13,437,432.75,437.5,432,87.55K,0.87%
11-Oct-13,433.25,436.5,437,432.5,95.88K,-1.14%
10-Oct-13,438.25,443,446.5,436.5,110.46K,-1.18%
9-Oct-13,443.5,441.5,447,440.5,106.37K,0.40%
8-Oct-13,441.75,448.5,449.75,439.75,127.96K,-1.67%
7-Oct-13,449.25,442.75,449.5,441.5,148.38K,1.35%
4-Oct-13,443.25,439.5,443.75,438.75,80.71K,0.91%
3-Oct-13,439.25,438.75,443.75,438,97.17K,0.06%
2-Oct-13,439,438.75,441,435,110.68K,0.00%
1-Oct-13,439,441.25,444.75,435.25,162.61K,-0.57%
30-Sep-13,441.5,452.5,462,440.75,231.38K,-2.75%
27-Sep-13,454,456.5,459,453,96.33K,-0.60%
26-Sep-13,456.75,454.5,457.75,451,81.84K,0.44%
25-Sep-13,454.75,448.25,456.75,448.25,102.26K,1.34%
24-Sep-13,448.75,452.5,457,448,102.42K,-0.99%
23-Sep-13,453.25,450,455,448.25,85.79K,0.50%
20-Sep-13,451,459.5,460,450.5,117.38K,-1.85%
19-Sep-13,459.5,457,463.25,455.5,118.13K,0.71%
18-Sep-13,456.25,454,457,452,98.96K,0.50%
17-Sep-13,454,457,468.5,453.25,142.92K,-0.55%
16-Sep-13,456.5,457.5,462,454,96.54K,1.44%
13-Sep-13,450,479.75,480.75,450,0.83K,-6.05%
12-Sep-13,479,479.75,485.75,466.25,2.13K,-0.16%
11-Sep-13,479.75,474.5,480.25,473,2.89K,1.05%
10-Sep-13,474.75,475.5,476.5,472.25,5.29K,-0.52%
9-Sep-13,477.25,491,493.5,475.5,5.83K,-2.90%
6-Sep-13,491.5,489.25,492.5,484.25,3.03K,0.41%
5-Sep-13,489.5,493.75,495,483.5,6.33K,-0.91%
4-Sep-13,494,497,497,487.5,8.03K,-0.80%
3-Sep-13,498,501.25,504.5,486,12.79K,0.61%
30-Aug-13,495,496.75,499.5,487.75,33.79K,-0.45%
29-Aug-13,497.25,503.75,504.5,496,62.09K,-1.39%
28-Aug-13,504.25,500,506.75,495.5,62.70K,0.90%
27-Aug-13,499.75,515,519.25,498.75,61.67K,-3.10%
26-Aug-13,515.75,500.75,522.75,500.75,72.38K,4.09%
23-Aug-13,495.5,487.5,500,487,73.98K,1.64%
22-Aug-13,487.5,497,498.75,486.5,67.92K,-2.11%
21-Aug-13,498,483.5,499.5,482,74.95K,2.95%
20-Aug-13,483.75,492.75,494.25,482.5,46.40K,-1.93%
19-Aug-13,493.25,483.25,493.75,478.25,55.41K,4.12%
16-Aug-13,473.75,481,483.75,468.5,62.89K,-1.61%
15-Aug-13,481.5,465,485,464.25,81.20K,3.60%
14-Aug-13,464.75,455.25,465.75,455,80.63K,2.09%
13-Aug-13,455.25,472,476.5,453.75,112.29K,-3.55%
12-Aug-13,472,465.5,480,457,110.05K,1.34%
9-Aug-13,465.75,473,476.75,464,80.18K,-1.64%
8-Aug-13,473.5,468,475.5,468,90.62K,1.12%
7-Aug-13,468.25,472,476.25,467.25,90.36K,-0.85%
6-Aug-13,472.25,469,475.5,465.5,70.68K,0.64%
5-Aug-13,469.25,473,475,465.5,74.63K,-1.42%
2-Aug-13,476,487.5,489.25,475.25,83.42K,-2.36%
1-Aug-13,487.5,499,499.75,486.5,68.28K,-2.30%
31-Jul-13,499,495.5,499.5,493,76.26K,0.71%
30-Jul-13,495.5,489.75,497.25,489.5,64.59K,1.28%
29-Jul-13,489.25,492,497.5,488.25,64.51K,-0.56%
26-Jul-13,492,495.25,499.75,490,65.92K,-0.81%
25-Jul-13,496,508.5,510.75,492.25,126.37K,-2.41%
24-Jul-13,508.25,522.5,524.25,507.75,103.14K,-2.73%
23-Jul-13,522.5,539.25,539.25,521.5,92.86K,-3.37%
22-Jul-13,540.75,544.25,545,536.25,49.04K,-0.60%
19-Jul-13,544,539.75,545.5,536.75,77.72K,0.55%
18-Jul-13,541,537.5,542.5,532,69.58K,0.46%
17-Jul-13,538.5,546.25,549,537.75,45.39K,-1.24%
16-Jul-13,545.25,540,549.75,539,55.37K,1.68%
15-Jul-13,536.25,542.5,543.75,534.5,50.49K,-23.56%
12-Jul-13,701.5,718,800,700.5,0.76K,-2.13%
11-Jul-13,716.75,712,730,709,3.20K,0.99%
10-Jul-13,709.75,703.75,711.75,703.25,2.65K,0.82%
9-Jul-13,704,692,710,692,3.67K,1.77%
8-Jul-13,691.75,684,695,684,4.26K,1.02%
5-Jul-13,684.75,678,687,677.75,2.87K,28.44%
4-Jul-13,533.13,533.13,533.13,533.13,-,-21.40%
3-Jul-13,678.25,674,681.75,670,3.93K,0.82%
2-Jul-13,672.75,652.5,678.5,651,7.92K,2.63%
1-Jul-13,655.5,678.5,690,653.5,18.28K,-3.50%
28-Jun-13,679.25,668,685.5,652.25,37.86K,1.80%
27-Jun-13,667.25,664,673,660.5,89.22K,0.41%
26-Jun-13,664.5,658.5,667,658.5,84.39K,1.18%
25-Jun-13,656.75,654,661,652,76.14K,0.54%
24-Jun-13,653.25,660,660.25,650.5,63.78K,-1.28%
21-Jun-13,661.75,673,673.75,660.25,90.42K,-1.71%
20-Jun-13,673.25,679.75,679.75,667.5,81.19K,-1.32%
19-Jun-13,682.25,672,683.75,665.25,145.52K,1.34%
18-Jun-13,673.25,667.75,677.25,662.5,160.58K,0.71%
17-Jun-13,668.5,652.5,672,651.5,122.00K,2.06%
14-Jun-13,655,644,658,643.75,97.38K,1.79%
13-Jun-13,643.5,652,653,640.5,125.19K,-1.11%
12-Jun-13,650.75,659,662,646.25,138.80K,-1.33%
11-Jun-13,659.5,650.5,661.25,647.25,111.23K,1.46%
10-Jun-13,650,661.25,664.5,648.5,122.28K,-2.44%
7-Jun-13,666.25,662.75,674,659.5,122.08K,0.45%
6-Jun-13,663.25,660,664.5,655.5,73.05K,0.38%
5-Jun-13,660.75,660.75,667,658.5,99.33K,0.04%
4-Jun-13,660.5,655.5,664.25,648,90.52K,0.72%
3-Jun-13,655.75,661.25,669,643.75,119.56K,-0.94%
31-May-13,662,654,665.75,652.25,97.58K,1.18%
30-May-13,654.25,663.75,667.25,649.5,103.45K,-1.62%
29-May-13,665,666,668.25,651.5,135.98K,-0.23%
28-May-13,666.5,659,669.75,655,85.50K,1.41%
24-May-13,657.25,660.5,664.75,655.5,83.48K,-0.72%
23-May-13,662,658,669.75,653,115.61K,0.53%
22-May-13,658.5,640.25,659.25,637.75,119.11K,2.89%
21-May-13,640,644.75,647,632.5,101.49K,-1.46%
20-May-13,649.5,652,660.75,642.75,88.24K,-0.50%
17-May-13,652.75,641.75,656,638.25,98.93K,1.75%
16-May-13,641.5,650.25,652,640.25,72.06K,-1.42%
15-May-13,650.75,652,659.75,645,78.50K,-7.92%
14-May-13,706.75,718,722,704.25,0.86K,-1.57%
13-May-13,718,694,722.5,694,1.78K,4.40%
10-May-13,687.75,693,699.25,672,3.81K,-0.97%
9-May-13,694.5,675,698,672.25,2.38K,2.89%
8-May-13,675,675.75,679.5,669,2.30K,-0.22%
7-May-13,676.5,682,683.75,674.75,4.15K,-0.33%
6-May-13,678.75,689,689,675.5,4.25K,-2.97%
3-May-13,699.5,697,705,694.75,6.15K,0.29%
2-May-13,697.5,682,699.25,679.25,8.68K,2.31%
1-May-13,681.75,679.5,686.25,671,10.24K,-0.22%
30-Apr-13,683.25,684.5,693,675.25,30.42K,-0.11%
29-Apr-13,684,649,688.75,649,93.28K,6.21%
26-Apr-13,644,645,645,638.5,78.52K,-0.19%
25-Apr-13,645.25,639.5,647,638.5,53.90K,0.90%
24-Apr-13,639.5,638.5,644.75,636,84.14K,0.16%
23-Apr-13,638.5,647.5,647.5,638,91.75K,-1.12%
22-Apr-13,645.75,649.5,649.5,640.5,66.98K,-0.96%
19-Apr-13,652,645.25,652.75,642.75,67.43K,1.16%
18-Apr-13,644.5,659,664.5,643,124.21K,-2.42%
17-Apr-13,660.5,662.75,665.25,656.5,99.18K,-0.41%
16-Apr-13,663.25,645,664,641,112.62K,2.55%
15-Apr-13,646.75,660.5,661,644.5,96.37K,-1.78%
12-Apr-13,658.5,651.25,659.75,651.25,93.74K,1.11%
11-Apr-13,651.25,649,661.5,647,140.56K,0.35%
10-Apr-13,649,644,666.75,634.25,195.46K,0.74%
9-Apr-13,644.25,634.25,646,634,157.85K,1.70%
8-Apr-13,633.5,627.5,635.5,627.5,127.97K,0.72%
5-Apr-13,629,630,635.75,626.5,152.29K,-0.16%
4-Apr-13,630,642.5,644,627,169.84K,-1.79%
3-Apr-13,641.5,641.5,647,635.75,165.64K,0.16%
2-Apr-13,640.5,647,653.75,634,197.04K,-0.27%
1-Apr-13,642.25,679,679,636.5,273.48K,-4.62%
31-Mar-13,673.38,675.63,676.38,671.63,-,-3.15%
28-Mar-13,695.25,734,736.25,695.25,207.05K,-5.44%
27-Mar-13,735.25,730,737.75,727.75,115.15K,0.68%
26-Mar-13,730.25,731.5,732.75,725.5,94.36K,-0.41%
25-Mar-13,733.25,725.5,734,721.5,94.64K,0.63%
24-Mar-13,728.63,725.63,728.88,725.63,-,0.33%
22-Mar-13,726.25,732.25,733,720,117.97K,-0.92%
21-Mar-13,733,731.25,734.5,726.5,96.28K,0.07%
20-Mar-13,732.5,727,733,724.5,121.85K,0.55%
19-Mar-13,728.5,719,728.75,718.5,131.28K,1.18%
18-Mar-13,720,715.5,721,710,92.67K,1.00%
17-Mar-13,712.88,715.63,716.38,712.63,-,-0.58%
15-Mar-13,717,716,719.75,712.25,100.02K,-2.15%
14-Mar-13,732.75,742,749,730,1.13K,-1.15%
13-Mar-13,741.25,741,744,730,2.13K,0.03%
12-Mar-13,741,733.25,743.25,730,1.79K,0.88%
11-Mar-13,734.5,726.5,736.75,725.5,1.51K,3.94%
10-Mar-13,706.63,703.13,706.88,703.13,-,-2.57%
8-Mar-13,725.25,712.75,725.75,711.5,1.68K,1.93%
7-Mar-13,711.5,707.75,713.5,704,2.06K,0.49%
6-Mar-13,708,732.25,732.25,707.5,6.06K,-3.28%
5-Mar-13,732,723,733.5,722.75,6.35K,1.24%
4-Mar-13,723,724.25,730.5,715.25,8.02K,1.94%
3-Mar-13,709.25,707.13,709.38,707.13,-,-2.07%
1-Mar-13,724.25,719.5,726.5,716,14.20K,0.66%
28-Feb-13,719.5,709.5,722,709.5,42.72K,1.41%
27-Feb-13,709.5,705,711.25,702.5,117.89K,0.64%
26-Feb-13,705,693.5,705.75,691.75,125.54K,1.66%
25-Feb-13,693.5,690,695.5,687.5,110.97K,1.00%
24-Feb-13,686.63,684.38,687.63,682.38,-,-0.53%
22-Feb-13,690.25,692,697.75,690,121.67K,-0.07%
21-Feb-13,690.75,700,701.25,690,137.03K,-1.39%
20-Feb-13,700.5,696.75,701.5,693.25,140.77K,0.76%
19-Feb-13,695.25,701,703.25,691,126.56K,-0.50%
15-Feb-13,698.75,695,703.25,694,126.66K,0.58%
14-Feb-13,694.75,695.75,699.25,690,133.47K,-0.11%
13-Feb-13,695.5,696.5,701,687.25,187.13K,-0.11%
12-Feb-13,696.25,702.25,703.25,691.5,202.09K,-0.85%
11-Feb-13,702.25,709,713.75,701,185.56K,-0.71%
10-Feb-13,707.25,708.88,708.88,706.63,-,-0.25%
8-Feb-13,709,710.5,720.75,706.75,244.57K,-0.25%
7-Feb-13,710.75,721.25,722.25,710,182.49K,-1.63%
6-Feb-13,722.5,729.25,729.5,720.5,117.53K,-0.89%
5-Feb-13,729,734,735,724,138.90K,-0.72%
4-Feb-13,734.25,738.5,741.75,730.75,102.03K,-0.44%
3-Feb-13,737.5,738.88,738.88,736.75,-,0.20%
1-Feb-13,736,740.25,746.25,735,159.08K,-0.61%
31-Jan-13,740.5,739.25,744.5,734.25,163.80K,0.03%
30-Jan-13,740.25,729,741,725.5,152.25K,1.47%
29-Jan-13,729.5,728.5,732.5,727.5,109.08K,0.03%
28-Jan-13,729.25,722.75,729.75,719,101.03K,0.83%
27-Jan-13,723.25,722.5,724.38,720.63,-,0.35%
25-Jan-13,720.75,725,727.5,717.5,110.65K,-0.48%
24-Jan-13,724.25,720.25,726,714.5,128.86K,0.49%
23-Jan-13,720.75,728,730.5,719.25,118.85K,-1.06%
22-Jan-13,728.5,730.25,734.75,726.25,104.38K,0.15%
20-Jan-13,727.38,727.38,727.38,727.38,-,-0.02%
18-Jan-13,727.5,724.5,729.5,723,134.68K,0.41%
17-Jan-13,724.5,731.25,734,722.5,114.28K,-0.92%
16-Jan-13,731.25,730,735,724.5,155.13K,0.10%
15-Jan-13,730.5,723.5,734.5,722,175.27K,0.90%
14-Jan-13,724,713.75,726.75,713,173.52K,0.61%
13-Jan-13,719.63,714,719.63,713.5,-,1.53%
11-Jan-13,708.75,698.5,723.75,686.25,305.61K,1.43%
10-Jan-13,698.75,694.75,700.5,694.5,134.03K,0.65%
9-Jan-13,694.25,688,696,686.5,115.57K,0.80%
8-Jan-13,688.75,685.5,694.5,683.75,122.41K,0.47%
7-Jan-13,685.5,680.5,690,678,116.84K,0.57%
6-Jan-13,681.63,680.75,682.63,679.38,-,0.20%
4-Jan-13,680.25,688,692.25,679.5,126.51K,-1.31%
3-Jan-13,689.25,690.75,694.75,685,108.07K,-0.22%
2-Jan-13,690.75,706.25,707.25,687.75,110.79K,-1.07%
31-Dec-12,698.25,694,701.5,689.25,62.12K,0.74%
30-Dec-12,693.13,694.13,694.13,692.88,-,-0.13%
28-Dec-12,694,691.75,696.25,688.75,62.76K,0.36%
27-Dec-12,691.5,693.25,695.5,689.25,64.28K,-0.25%
26-Dec-12,693.25,705,706.25,692.25,59.32K,-1.56%
24-Dec-12,704.25,703,707.25,700.5,21.07K,0.05%
23-Dec-12,703.88,703.13,706.13,703.13,-,0.27%
21-Dec-12,702,697,704.75,696.75,67.20K,0.79%
20-Dec-12,696.5,704,705,687.5,160.19K,-0.92%
19-Dec-12,703,721.25,723,701.5,158.53K,-2.36%
18-Dec-12,720,724,725.75,715.25,83.59K,-0.55%
17-Dec-12,724,732,734.75,721.25,85.03K,-0.99%
16-Dec-12,731.25,732.63,734.63,730.13,-,1.74%
14-Dec-12,718.75,711.5,720,710.25,0.78K,0.91%
13-Dec-12,712.25,721,724,709.25,2.35K,-1.21%
12-Dec-12,721,724.25,727.25,716.25,2.34K,-0.45%
11-Dec-12,724.25,727,731.25,720,3.07K,-0.34%
10-Dec-12,726.75,731,732.25,721,3.98K,-0.90%
9-Dec-12,733.38,735.13,736.13,733.13,-,0.09%
7-Dec-12,732.75,748,749,731.5,4.65K,-2.01%
6-Dec-12,747.75,752.75,753.5,744.5,3.38K,-0.73%
5-Dec-12,753.25,747,754.75,745.5,8.85K,0.90%
4-Dec-12,746.5,749,751.5,741,8.86K,-0.33%
3-Dec-12,749,752,759,744.25,12.17K,-0.61%
2-Dec-12,753.63,753.63,753.63,753.63,-,0.75%
30-Nov-12,748,752.5,752.5,742,44.92K,-0.47%
29-Nov-12,751.5,759,763,751,128.07K,-1.15%
28-Nov-12,760.25,758.75,763.25,754.75,111.67K,0.03%
27-Nov-12,760,746.5,760.25,746.5,142.39K,1.71%
26-Nov-12,747.25,744.75,753,741.75,133.41K,-0.12%
25-Nov-12,748.13,748.75,749.38,746.25,-,0.35%
23-Nov-12,745.5,746.25,749,743.25,62.19K,0.61%
21-Nov-12,741,743,747,738,108.01K,-0.30%
20-Nov-12,743.25,738.75,747.25,734.25,145.85K,0.61%
19-Nov-12,738.75,726.5,741.25,726.25,156.75K,1.37%
18-Nov-12,728.75,726.25,729.5,726.25,-,0.24%
16-Nov-12,727,721.25,729.75,711,162.45K,0.80%
15-Nov-12,721.25,725.75,727.75,720.25,112.56K,-0.62%
14-Nov-12,725.75,723,729.25,720.25,153.65K,0.31%
13-Nov-12,723.5,717.5,725.75,710.5,232.44K,0.77%
12-Nov-12,718,736.75,743.5,712.5,260.97K,-2.76%
11-Nov-12,738.38,736.63,739.88,736.38,-,-0.05%
9-Nov-12,738.75,741,755,733.5,260.27K,-0.34%
8-Nov-12,741.25,744.5,748,740.5,154.25K,-0.40%
7-Nov-12,744.25,740.5,751.75,734,179.05K,0.44%
6-Nov-12,741,735.5,741.5,735.5,118.11K,0.75%
5-Nov-12,735.5,737.5,745,733,123.79K,-0.59%
4-Nov-12,739.88,737.75,741,736.63,-,0.05%
2-Nov-12,739.5,750,751.5,736,175.13K,-1.53%
1-Nov-12,751,755.5,763.25,750,161.18K,-0.63%
31-Oct-12,755.75,741.75,757.75,741.75,180.26K,1.89%
30-Oct-12,741.75,737.25,743.75,736,105.87K,0.64%
29-Oct-12,737,737,746,732.5,86.08K,0.26%
28-Oct-12,735.13,736.88,737.63,735.13,-,-0.36%
26-Oct-12,737.75,742,744.75,737,112.04K,-0.57%
25-Oct-12,742,753.5,757.5,740.75,147.41K,-1.66%
24-Oct-12,754.5,756,763.5,751.5,157.21K,-0.20%
23-Oct-12,756,761,762.5,749.5,130.33K,-0.69%
22-Oct-12,761.25,761,767,758.75,81.10K,0.08%
21-Oct-12,760.63,761,762.38,759,-,-0.11%
19-Oct-12,761.5,760.75,769,758.25,138.75K,0.10%
18-Oct-12,760.75,745.25,762,744.5,141.24K,2.05%
17-Oct-12,745.5,738,746.25,736.25,81.08K,0.98%
16-Oct-12,738.25,737.75,745.25,735,105.94K,0.14%
15-Oct-12,737.25,751.5,751.5,732.5,123.03K,-0.99%
14-Oct-12,744.63,751.88,751.88,743.25,-,-1.08%
12-Oct-12,752.75,772,772.75,749.5,148.85K,-2.65%
11-Oct-12,773.25,736.5,776,733.75,249.95K,4.95%
10-Oct-12,736.75,742,743.5,732.25,120.75K,-0.71%
9-Oct-12,742,741.75,748.5,740.25,94.82K,0.00%
8-Oct-12,742,747,748,740,93.17K,-0.40%
7-Oct-12,745,747.63,747.63,742.63,-,-0.40%
5-Oct-12,748,756.5,758.25,746.25,107.83K,-1.19%
4-Oct-12,757,756.5,767.5,753,115.90K,0.03%
3-Oct-12,756.75,757.75,763.5,747,172.28K,-0.20%
2-Oct-12,758.25,756.5,760,746,132.14K,0.20%
1-Oct-12,756.75,760.25,768.5,751.5,169.21K,-0.79%
30-Sep-12,762.75,760.38,767.88,758.75,-,0.86%
28-Sep-12,756.25,716.5,756.25,705,220.63K,5.58%
27-Sep-12,716.25,725,726.75,711.5,166.28K,-1.17%
26-Sep-12,724.75,743.25,744.75,722.5,167.92K,-2.55%
25-Sep-12,743.75,743.5,749.25,739,89.28K,-0.13%
24-Sep-12,744.75,746.75,751.25,736.25,118.91K,-0.37%
23-Sep-12,747.5,746.88,751.13,746.63,-,-0.10%
21-Sep-12,748.25,745.5,754.5,744.5,128.16K,0.30%
20-Sep-12,746,755,757.5,739,161.68K,-1.39%
19-Sep-12,756.5,740.25,759.25,739.5,141.54K,2.23%
18-Sep-12,740,748.25,754,739,172.65K,-1.07%
17-Sep-12,748,780.75,781,747,160.25K,-3.59%
16-Sep-12,775.88,780.63,780.63,775.38,-,-0.21%
14-Sep-12,777.5,776.5,792,775.5,0.39K,0.10%
13-Sep-12,776.75,768.25,778,766.25,1.12K,0.75%
12-Sep-12,771,782.5,786.25,761.5,1.61K,-1.44%
11-Sep-12,782.25,781,786,778.25,2.09K,0.16%
10-Sep-12,781,793.5,800.75,779,2.69K,-2.02%
9-Sep-12,797.13,798.13,799.38,793.63,-,0.27%
7-Sep-12,795,795,801.25,790,3.00K,-0.28%
6-Sep-12,797.25,792,800.25,787.25,3.78K,0.95%
5-Sep-12,789.75,805.5,807.25,789,8.44K,-2.14%
4-Sep-12,807,805,818.25,800,4.71K,0.53%
31-Aug-12,802.75,811,813.75,796,12.64K,-1.08%
30-Aug-12,811.5,810.75,819,807,51.00K,0.15%
29-Aug-12,810.25,789.75,812,787.75,53.93K,2.63%
28-Aug-12,789.5,795,798.75,788.25,57.01K,-0.63%
27-Aug-12,794.5,806.25,811,794,40.55K,-2.37%
26-Aug-12,813.75,813.38,815.63,808.88,-,1.43%
24-Aug-12,802.25,808.5,817,800,56.73K,-0.80%
23-Aug-12,808.75,829.5,833.75,805,71.18K,-2.59%
22-Aug-12,830.25,830.25,834,822.75,59.19K,-0.12%
21-Aug-12,831.25,814.75,832.5,813.5,56.27K,1.96%
20-Aug-12,815.25,799,817.5,798.75,65.49K,1.56%
19-Aug-12,802.75,799.5,804.63,799.25,-,0.53%
17-Aug-12,798.5,796,804.5,793.5,57.49K,0.09%
16-Aug-12,797.75,793.5,801,789.5,53.11K,0.47%
15-Aug-12,794,780,796.25,778,83.10K,1.83%
14-Aug-12,779.75,784.75,790.5,777.75,53.70K,-0.38%
13-Aug-12,782.75,799,804.5,776.75,122.37K,-1.94%
12-Aug-12,798.25,799.13,804.5,795.88,-,-0.22%
10-Aug-12,800,817.5,843.75,799.25,138.20K,-2.23%
9-Aug-12,818.25,810,826,810,113.78K,0.93%
8-Aug-12,810.75,795.25,812,787.75,99.52K,1.85%
7-Aug-12,796,801,807.25,792.25,82.50K,-0.87%
6-Aug-12,803,803.25,807.75,793,58.54K,-0.05%
5-Aug-12,803.38,803.13,806.38,793.25,-,-0.82%
3-Aug-12,810,794,817.5,787,61.33K,2.02%
2-Aug-12,794,803,808.5,784.25,68.54K,-0.81%
1-Aug-12,800.5,806.5,818,782.25,84.27K,-0.74%
31-Jul-12,806.5,819,825,805.25,76.76K,-1.65%
30-Jul-12,820,801,823,799.75,65.04K,0.88%
29-Jul-12,812.88,801.38,814.88,799.88,-,1.80%
27-Jul-12,798.5,781.25,801,776.5,61.02K,2.21%
26-Jul-12,781.25,790.5,799.5,776.25,67.84K,-1.67%
25-Jul-12,794.5,790,805.75,781.75,76.02K,0.57%
24-Jul-12,790,814,815.5,774,83.14K,-2.95%
23-Jul-12,814,823,824,795.25,74.14K,-0.53%
22-Jul-12,818.38,823.13,823.75,813.38,-,-0.74%
20-Jul-12,824.5,806.75,828.75,799.5,112.77K,2.07%
19-Jul-12,807.75,793,816.75,790.25,104.66K,1.60%
18-Jul-12,795,780,797,763.5,91.95K,1.99%
17-Jul-12,779.5,790,796.5,767,86.97K,0.35%
16-Jul-12,776.75,750,780.5,749.25,86.53K,1.35%
15-Jul-12,766.38,749.88,767.63,749.75,-,1.41%
13-Jul-12,755.75,781,794,754,1.09K,-2.01%
12-Jul-12,771.25,757.75,782.75,750,2.49K,2.73%
11-Jul-12,750.75,760.5,785.25,732.25,3.85K,-1.35%
10-Jul-12,761,773.5,778,757.5,3.97K,-1.84%
9-Jul-12,775.25,751.25,786.75,751.25,4.32K,8.64%
8-Jul-12,713.63,709.63,718.38,709.63,-,-3.99%
6-Jul-12,743.25,764.5,766,732,5.22K,-3.22%
5-Jul-12,768,735,776.75,732.5,8.33K,6.85%
3-Jul-12,718.75,702.5,724,698,6.08K,3.79%
2-Jul-12,692.5,682,696,679.75,7.75K,5.36%
1-Jul-12,657.25,627.5,657.38,627.5,-,-2.27%
29-Jun-12,672.5,653,676.25,650,29.44K,3.14%
28-Jun-12,652,649.25,663,644,79.78K,0.38%
27-Jun-12,649.5,645.5,670,641.25,84.51K,0.54%
26-Jun-12,646,633.75,652.5,629.5,115.94K,2.38%
25-Jun-12,631,602.75,631,602.75,113.32K,10.15%
24-Jun-12,572.88,565.88,573.25,565.88,-,-3.07%
22-Jun-12,591,589,600.5,588,110.74K,0.77%
21-Jun-12,586.5,610,611.5,586.5,159.27K,-4.13%
20-Jun-12,611.75,610.5,616.75,605,112.77K,-0.12%
19-Jun-12,612.5,602.75,617,600.25,140.80K,2.17%
18-Jun-12,599.5,584.75,607.25,576.25,136.34K,2.57%
17-Jun-12,584.5,583,584.88,583,-,0.86%
15-Jun-12,579.5,600,605,579.25,153.42K,-3.66%
14-Jun-12,601.5,592,608.5,591.75,144.14K,1.52%
13-Jun-12,592.5,582.25,602,575.5,214.59K,1.46%
12-Jun-12,584,595,599,575.5,153.11K,-1.35%
11-Jun-12,592,598.5,603.75,588.75,139.08K,-1.29%
10-Jun-12,599.75,598.75,600.5,598.5,-,0.29%
8-Jun-12,598,593,605.5,585.25,155.16K,0.67%
7-Jun-12,594,585.75,601.5,584.5,161.00K,1.32%
6-Jun-12,586.25,569.25,586.5,569,129.37K,3.30%
5-Jun-12,567.5,568,575.75,560.5,155.72K,-0.09%
4-Jun-12,568,560.25,569.5,557.75,91.84K,1.56%
3-Jun-12,559.25,560.13,560.38,559.25,-,1.41%
1-Jun-12,551.5,557.75,579.5,551,177.03K,-0.68%
31-May-12,555.25,560,564,553.75,153.34K,-0.76%
30-May-12,559.5,563.75,568.25,553.5,148.99K,-0.53%
29-May-12,562.5,580,583.75,557,177.67K,-2.77%
25-May-12,578.5,583,589.5,573.25,147.04K,0.00%
24-May-12,578.5,605.25,609,576.75,184.18K,-4.14%
23-May-12,603.5,601.25,611,588.5,165.57K,1.09%
22-May-12,597,629,634.75,595,188.94K,-5.69%
21-May-12,633,638.25,644.5,628.75,128.31K,-1.04%
20-May-12,639.63,640.13,640.5,638.38,-,0.65%
18-May-12,635.5,622.75,638.5,619.5,167.43K,1.68%
17-May-12,625,619,626.5,616,131.64K,0.81%
16-May-12,620,597,620.75,590.75,153.38K,3.81%
15-May-12,597.25,582.5,597.75,581.5,113.59K,-1.77%
14-May-12,608,616,624.5,608.5,0.35K,4.00%
13-May-12,584.63,582.13,585.75,581.25,-,-3.84%
11-May-12,608,626,629.5,600,1.77K,-2.80%
10-May-12,625.5,647.25,652.5,621,1.54K,-2.46%
9-May-12,641.25,666.5,666.75,639.75,1.29K,-3.72%
8-May-12,666,669.25,685.75,664.25,3.09K,0.15%
7-May-12,665,663.25,669.75,658.75,4.52K,7.41%
6-May-12,619.13,615.88,619.25,615.88,-,-6.51%
4-May-12,662.25,652,674,647.25,4.70K,1.77%
3-May-12,650.75,645.25,654,640,3.67K,1.32%
2-May-12,642.25,659,659,640.25,6.91K,-2.65%
1-May-12,659.75,659.25,665.5,651,13.60K,-0.08%
30-Apr-12,660.25,652.25,662,644,27.35K,5.07%
29-Apr-12,628.38,625.13,628.38,625.13,-,-3.77%
27-Apr-12,653,625.25,655.5,624.25,88.00K,4.65%
26-Apr-12,624,614,627,609.75,104.60K,2.13%
25-Apr-12,611,617.25,627.25,610.5,101.00K,-1.17%
24-Apr-12,618.25,622.25,632,615.5,92.63K,-0.68%
23-Apr-12,622.5,613.25,622.5,610.25,73.63K,3.21%
22-Apr-12,603.13,603.38,603.38,600.13,-,-1.53%
20-Apr-12,612.5,621,628.5,609.5,102.92K,-1.37%
19-Apr-12,621,603.75,623,603.5,104.32K,3.20%
18-Apr-12,601.75,617,618.25,599.5,184.23K,-2.43%
17-Apr-12,616.75,623,628,615.75,122.02K,-1.04%
16-Apr-12,623.25,626.75,629,621,125.99K,-0.36%
15-Apr-12,625.5,626.63,626.88,623.38,-,-0.60%
13-Apr-12,629.25,640,641.75,624.25,187.48K,-1.29%
12-Apr-12,637.5,637,644.5,636.5,191.73K,0.24%
11-Apr-12,636,636.5,639.75,630.75,183.53K,0.20%
10-Apr-12,634.75,649.5,653.75,634.5,235.17K,-2.20%
9-Apr-12,649,656,664.25,648.5,150.88K,-2.02%
8-Apr-12,662.38,655.88,663.63,655.88,-,0.63%
5-Apr-12,658.25,657,663.25,654.75,130.48K,0.23%
